nohup: ignoring input
Running on hadoop, using /home/zheyi/sarahadoop/hadoop-0.20/bin/hadoop and HADOOP_CONF_DIR=
MAHOUT-JOB: /home/zheyi/mahout-distribution-0.7/mahout-examples-0.7-job.jar
13/05/21 20:00:25 INFO common.AbstractJob: Command line arguments: {--encoding=[UTF-8], --endPhase=[2147483647], --input=[/user/s117449/synthetic/d_100m_20_1k_10k_4.data], --maxHeapSize=[50], --method=[mapreduce], --minSupport=[6000000], --numGroups=[1000], --numTreeCacheEntries=[5], --output=[output/fpg-synthetic-support6000000], --splitterPattern=[[\ ]], --startPhase=[0], --tempDir=[temp]}
13/05/21 20:00:26 INFO common.HadoopUtil: Deleting output/fpg-synthetic-support6000000
13/05/21 20:00:26 WARN mapred.JobClient: Use GenericOptionsParser for parsing the arguments. Applications should implement Tool for the same.
13/05/21 20:00:30 INFO hdfs.DFSClient: Created HDFS_DELEGATION_TOKEN token 182992 for s117449
13/05/21 20:00:30 INFO security.TokenCache: Got dt for hdfs://p-head03.alley.sara.nl:8020/tmp/hadoop-mapred/mapred/staging/s117449/.staging/job_201305151711_3501;uri=145.100.41.4:8020;t.service=145.100.41.4:8020
13/05/21 20:00:30 INFO input.FileInputFormat: Total input paths to process : 1
13/05/21 20:00:30 WARN util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
13/05/21 20:00:30 WARN snappy.LoadSnappy: Snappy native library not loaded
13/05/21 20:00:30 INFO mapred.JobClient: Running job: job_201305151711_3501
13/05/21 20:00:31 INFO mapred.JobClient:  map 0% reduce 0%
13/05/21 20:02:16 INFO mapred.JobClient:  map 38% reduce 0%
13/05/21 20:02:17 INFO mapred.JobClient:  map 39% reduce 0%
13/05/21 20:02:19 INFO mapred.JobClient:  map 40% reduce 0%
13/05/21 20:02:21 INFO mapred.JobClient:  map 41% reduce 0%
13/05/21 20:02:22 INFO mapred.JobClient:  map 42% reduce 0%
13/05/21 20:02:24 INFO mapred.JobClient:  map 43% reduce 0%
13/05/21 20:02:25 INFO mapred.JobClient:  map 44% reduce 0%
13/05/21 20:02:27 INFO mapred.JobClient:  map 45% reduce 0%
13/05/21 20:02:29 INFO mapred.JobClient:  map 46% reduce 0%
13/05/21 20:02:30 INFO mapred.JobClient:  map 47% reduce 0%
13/05/21 20:02:32 INFO mapred.JobClient:  map 48% reduce 0%
13/05/21 20:02:34 INFO mapred.JobClient:  map 49% reduce 0%
13/05/21 20:02:35 INFO mapred.JobClient:  map 50% reduce 0%
13/05/21 20:02:37 INFO mapred.JobClient:  map 51% reduce 0%
13/05/21 20:02:38 INFO mapred.JobClient:  map 52% reduce 0%
13/05/21 20:02:40 INFO mapred.JobClient:  map 53% reduce 0%
13/05/21 20:02:41 INFO mapred.JobClient:  map 54% reduce 0%
13/05/21 20:02:43 INFO mapred.JobClient:  map 55% reduce 0%
13/05/21 20:02:44 INFO mapred.JobClient:  map 56% reduce 0%
13/05/21 20:02:46 INFO mapred.JobClient:  map 57% reduce 0%
13/05/21 20:02:48 INFO mapred.JobClient:  map 58% reduce 0%
13/05/21 20:02:49 INFO mapred.JobClient:  map 59% reduce 0%
13/05/21 20:02:51 INFO mapred.JobClient:  map 60% reduce 0%
13/05/21 20:02:52 INFO mapred.JobClient:  map 61% reduce 0%
13/05/21 20:02:55 INFO mapred.JobClient:  map 62% reduce 0%
13/05/21 20:02:56 INFO mapred.JobClient:  map 63% reduce 0%
13/05/21 20:02:58 INFO mapred.JobClient:  map 64% reduce 0%
13/05/21 20:03:00 INFO mapred.JobClient:  map 65% reduce 0%
13/05/21 20:03:01 INFO mapred.JobClient:  map 66% reduce 0%
13/05/21 20:03:03 INFO mapred.JobClient:  map 67% reduce 0%
13/05/21 20:03:04 INFO mapred.JobClient:  map 68% reduce 0%
13/05/21 20:03:06 INFO mapred.JobClient:  map 69% reduce 0%
13/05/21 20:03:08 INFO mapred.JobClient:  map 70% reduce 0%
13/05/21 20:03:09 INFO mapred.JobClient:  map 71% reduce 0%
13/05/21 20:03:11 INFO mapred.JobClient:  map 72% reduce 0%
13/05/21 20:03:12 INFO mapred.JobClient:  map 73% reduce 0%
13/05/21 20:03:14 INFO mapred.JobClient:  map 74% reduce 0%
13/05/21 20:03:16 INFO mapred.JobClient:  map 75% reduce 0%
13/05/21 20:03:17 INFO mapred.JobClient:  map 76% reduce 0%
13/05/21 20:03:19 INFO mapred.JobClient:  map 77% reduce 0%
13/05/21 20:03:20 INFO mapred.JobClient:  map 78% reduce 0%
13/05/21 20:03:22 INFO mapred.JobClient:  map 79% reduce 0%
13/05/21 20:03:24 INFO mapred.JobClient:  map 80% reduce 0%
13/05/21 20:03:26 INFO mapred.JobClient:  map 81% reduce 0%
13/05/21 20:03:27 INFO mapred.JobClient:  map 82% reduce 0%
13/05/21 20:03:29 INFO mapred.JobClient:  map 83% reduce 0%
13/05/21 20:03:31 INFO mapred.JobClient:  map 84% reduce 0%
13/05/21 20:03:32 INFO mapred.JobClient:  map 85% reduce 0%
13/05/21 20:03:34 INFO mapred.JobClient:  map 86% reduce 0%
13/05/21 20:03:36 INFO mapred.JobClient:  map 87% reduce 0%
13/05/21 20:03:37 INFO mapred.JobClient:  map 88% reduce 0%
13/05/21 20:03:39 INFO mapred.JobClient:  map 89% reduce 0%
13/05/21 20:03:41 INFO mapred.JobClient:  map 90% reduce 0%
13/05/21 20:03:43 INFO mapred.JobClient:  map 91% reduce 0%
13/05/21 20:03:44 INFO mapred.JobClient:  map 92% reduce 0%
13/05/21 20:03:46 INFO mapred.JobClient:  map 93% reduce 0%
13/05/21 20:03:49 INFO mapred.JobClient:  map 94% reduce 0%
13/05/21 20:03:51 INFO mapred.JobClient:  map 95% reduce 0%
13/05/21 20:03:55 INFO mapred.JobClient:  map 96% reduce 0%
13/05/21 20:03:57 INFO mapred.JobClient:  map 97% reduce 0%
13/05/21 20:04:01 INFO mapred.JobClient:  map 98% reduce 0%
13/05/21 20:04:05 INFO mapred.JobClient:  map 98% reduce 3%
13/05/21 20:04:06 INFO mapred.JobClient:  map 99% reduce 3%
13/05/21 20:04:22 INFO mapred.JobClient:  map 100% reduce 3%
13/05/21 20:04:29 INFO mapred.JobClient:  map 100% reduce 7%
13/05/21 20:04:34 INFO mapred.JobClient:  map 100% reduce 12%
13/05/21 20:07:24 INFO mapred.JobClient:  map 100% reduce 20%
13/05/21 20:11:31 INFO mapred.JobClient:  map 100% reduce 27%
13/05/21 20:11:34 INFO mapred.JobClient:  map 100% reduce 32%
13/05/21 20:14:44 INFO mapred.JobClient:  map 100% reduce 33%
13/05/21 20:16:04 INFO mapred.JobClient:  map 100% reduce 66%
13/05/21 20:16:22 INFO mapred.JobClient:  map 100% reduce 67%
13/05/21 20:17:29 INFO mapred.JobClient:  map 100% reduce 68%
13/05/21 20:18:35 INFO mapred.JobClient:  map 100% reduce 69%
13/05/21 20:19:36 INFO mapred.JobClient:  map 100% reduce 70%
13/05/21 20:20:30 INFO mapred.JobClient:  map 100% reduce 71%
13/05/21 20:20:35 INFO mapred.JobClient:  map 100% reduce 100%
13/05/21 20:20:39 INFO mapred.JobClient: Job complete: job_201305151711_3501
13/05/21 20:20:39 INFO mapred.JobClient: Counters: 27
13/05/21 20:20:39 INFO mapred.JobClient:   Job Counters 
13/05/21 20:20:39 INFO mapred.JobClient:     Launched reduce tasks=1
13/05/21 20:20:39 INFO mapred.JobClient:     SLOTS_MILLIS_MAPS=15851115
13/05/21 20:20:39 INFO mapred.JobClient:     Total time spent by all reduces waiting after reserving slots (ms)=0
13/05/21 20:20:39 INFO mapred.JobClient:     Total time spent by all maps waiting after reserving slots (ms)=0
13/05/21 20:20:39 INFO mapred.JobClient:     Rack-local map tasks=23
13/05/21 20:20:39 INFO mapred.JobClient:     Launched map tasks=74
13/05/21 20:20:39 INFO mapred.JobClient:     Data-local map tasks=12
13/05/21 20:20:39 INFO mapred.JobClient:     SLOTS_MILLIS_REDUCES=1030237
13/05/21 20:20:39 INFO mapred.JobClient:   FileSystemCounters
13/05/21 20:20:39 INFO mapred.JobClient:     FILE_BYTES_READ=861501122
13/05/21 20:20:39 INFO mapred.JobClient:     HDFS_BYTES_READ=9825694887
13/05/21 20:20:39 INFO mapred.JobClient:     FILE_BYTES_WRITTEN=1116217663
13/05/21 20:20:39 INFO mapred.JobClient:     HDFS_BYTES_WRITTEN=2513580322
13/05/21 20:20:39 INFO mapred.JobClient:   Map-Reduce Framework
13/05/21 20:20:39 INFO mapred.JobClient:     Map input records=100000000
13/05/21 20:20:39 INFO mapred.JobClient:     Reduce shuffle bytes=250125758
13/05/21 20:20:39 INFO mapred.JobClient:     Spilled Records=437286275
13/05/21 20:20:39 INFO mapred.JobClient:     Map output bytes=28169645452
13/05/21 20:20:39 INFO mapred.JobClient:     CPU time spent (ms)=15900180
13/05/21 20:20:39 INFO mapred.JobClient:     Total committed heap usage (bytes)=74171023360
13/05/21 20:20:39 INFO mapred.JobClient:     Combine input records=2487899970
13/05/21 20:20:39 INFO mapred.JobClient:     SPLIT_RAW_BYTES=10434
13/05/21 20:20:39 INFO mapred.JobClient:     Reduce input records=100011605
13/05/21 20:20:39 INFO mapred.JobClient:     Reduce input groups=100000001
13/05/21 20:20:39 INFO mapred.JobClient:     Combine output records=294879065
13/05/21 20:20:39 INFO mapred.JobClient:     Physical memory (bytes) snapshot=40437497856
13/05/21 20:20:39 INFO mapred.JobClient:     Reduce output records=100000001
13/05/21 20:20:39 INFO mapred.JobClient:     Virtual memory (bytes) snapshot=120708284416
13/05/21 20:20:39 INFO mapred.JobClient:     Map output records=2293032510
13/05/21 20:25:37 INFO hdfs.DFSClient: Failed to connect to /145.100.41.62:1004, add to deadNodes and continue
java.net.NoRouteToHostException: No route to host
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:692)
	at org.apache.hadoop.net.SocketIOWithTimeout.connect(SocketIOWithTimeout.java:206)
	at org.apache.hadoop.net.NetUtils.connect(NetUtils.java:408)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.getBlockReader(DFSClient.java:2377)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.blockSeekTo(DFSClient.java:2056)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.seekToBlockSource(DFSClient.java:2506)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.readBuffer(DFSClient.java:2142)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.read(DFSClient.java:2173)
	at java.io.DataInputStream.readFully(DataInputStream.java:195)
	at org.apache.hadoop.io.DataOutputBuffer$Buffer.write(DataOutputBuffer.java:63)
	at org.apache.hadoop.io.DataOutputBuffer.write(DataOutputBuffer.java:101)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:2001)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:1901)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:1947)
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:95)
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:38)
	at com.google.common.collect.AbstractIterator.tryToComputeNext(AbstractIterator.java:141)
	at com.google.common.collect.AbstractIterator.hasNext(AbstractIterator.java:136)
	at com.google.common.collect.Iterators$5.hasNext(Iterators.java:525)
	at com.google.common.collect.ForwardingIterator.hasNext(ForwardingIterator.java:43)
	at org.apache.mahout.fpm.pfpgrowth.PFPGrowth.readFList(PFPGrowth.java:166)
	at org.apache.mahout.fpm.pfpgrowth.PFPGrowth.runPFPGrowth(PFPGrowth.java:233)
	at org.apache.mahout.fpm.pfpgrowth.FPGrowthDriver.run(FPGrowthDriver.java:136)
	at org.apache.hadoop.util.ToolRunner.run(ToolRunner.java:65)
	at org.apache.mahout.fpm.pfpgrowth.FPGrowthDriver.main(FPGrowthDriver.java:56)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.util.ProgramDriver$ProgramDescription.invoke(ProgramDriver.java:68)
	at org.apache.hadoop.util.ProgramDriver.driver(ProgramDriver.java:139)
	at org.apache.mahout.driver.MahoutDriver.main(MahoutDriver.java:195)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.util.RunJar.main(RunJar.java:197)
13/05/21 20:25:40 INFO hdfs.DFSClient: Failed to connect to /145.100.41.59:1004, add to deadNodes and continue
java.net.NoRouteToHostException: No route to host
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:692)
	at org.apache.hadoop.net.SocketIOWithTimeout.connect(SocketIOWithTimeout.java:206)
	at org.apache.hadoop.net.NetUtils.connect(NetUtils.java:408)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.getBlockReader(DFSClient.java:2377)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.blockSeekTo(DFSClient.java:2056)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.seekToBlockSource(DFSClient.java:2506)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.readBuffer(DFSClient.java:2142)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.read(DFSClient.java:2173)
	at java.io.DataInputStream.readFully(DataInputStream.java:195)
	at org.apache.hadoop.io.DataOutputBuffer$Buffer.write(DataOutputBuffer.java:63)
	at org.apache.hadoop.io.DataOutputBuffer.write(DataOutputBuffer.java:101)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:2001)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:1901)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:1947)
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:95)
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:38)
	at com.google.common.collect.AbstractIterator.tryToComputeNext(AbstractIterator.java:141)
	at com.google.common.collect.AbstractIterator.hasNext(AbstractIterator.java:136)
	at com.google.common.collect.Iterators$5.hasNext(Iterators.java:525)
	at com.google.common.collect.ForwardingIterator.hasNext(ForwardingIterator.java:43)
	at org.apache.mahout.fpm.pfpgrowth.PFPGrowth.readFList(PFPGrowth.java:166)
	at org.apache.mahout.fpm.pfpgrowth.PFPGrowth.runPFPGrowth(PFPGrowth.java:233)
	at org.apache.mahout.fpm.pfpgrowth.FPGrowthDriver.run(FPGrowthDriver.java:136)
	at org.apache.hadoop.util.ToolRunner.run(ToolRunner.java:65)
	at org.apache.mahout.fpm.pfpgrowth.FPGrowthDriver.main(FPGrowthDriver.java:56)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.util.ProgramDriver$ProgramDescription.invoke(ProgramDriver.java:68)
	at org.apache.hadoop.util.ProgramDriver.driver(ProgramDriver.java:139)
	at org.apache.mahout.driver.MahoutDriver.main(MahoutDriver.java:195)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.util.RunJar.main(RunJar.java:197)
13/05/21 20:25:43 INFO hdfs.DFSClient: Failed to connect to /145.100.41.40:1004, add to deadNodes and continue
java.net.NoRouteToHostException: No route to host
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:692)
	at org.apache.hadoop.net.SocketIOWithTimeout.connect(SocketIOWithTimeout.java:206)
	at org.apache.hadoop.net.NetUtils.connect(NetUtils.java:408)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.getBlockReader(DFSClient.java:2377)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.blockSeekTo(DFSClient.java:2056)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.seekToBlockSource(DFSClient.java:2506)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.readBuffer(DFSClient.java:2142)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.read(DFSClient.java:2173)
	at java.io.DataInputStream.readFully(DataInputStream.java:195)
	at org.apache.hadoop.io.DataOutputBuffer$Buffer.write(DataOutputBuffer.java:63)
	at org.apache.hadoop.io.DataOutputBuffer.write(DataOutputBuffer.java:101)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:2001)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:1901)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:1947)
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:95)
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:38)
	at com.google.common.collect.AbstractIterator.tryToComputeNext(AbstractIterator.java:141)
	at com.google.common.collect.AbstractIterator.hasNext(AbstractIterator.java:136)
	at com.google.common.collect.Iterators$5.hasNext(Iterators.java:525)
	at com.google.common.collect.ForwardingIterator.hasNext(ForwardingIterator.java:43)
	at org.apache.mahout.fpm.pfpgrowth.PFPGrowth.readFList(PFPGrowth.java:166)
	at org.apache.mahout.fpm.pfpgrowth.PFPGrowth.runPFPGrowth(PFPGrowth.java:233)
	at org.apache.mahout.fpm.pfpgrowth.FPGrowthDriver.run(FPGrowthDriver.java:136)
	at org.apache.hadoop.util.ToolRunner.run(ToolRunner.java:65)
	at org.apache.mahout.fpm.pfpgrowth.FPGrowthDriver.main(FPGrowthDriver.java:56)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.util.ProgramDriver$ProgramDescription.invoke(ProgramDriver.java:68)
	at org.apache.hadoop.util.ProgramDriver.driver(ProgramDriver.java:139)
	at org.apache.mahout.driver.MahoutDriver.main(MahoutDriver.java:195)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at org.apache.hadoop.util.RunJar.main(RunJar.java:197)
13/05/21 20:25:43 INFO hdfs.DFSClient: Could not obtain block blk_-7488836064580899618_50734090 from any node: java.io.IOException: No live nodes contain current block. Will get new block locations from namenode and retry...
13/05/21 20:25:50 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 0 time(s).
13/05/21 20:25:53 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 1 time(s).
13/05/21 20:25:56 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 2 time(s).
13/05/21 20:25:59 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 3 time(s).
13/05/21 20:26:02 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 4 time(s).
13/05/21 20:26:05 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 5 time(s).
13/05/21 20:26:08 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 6 time(s).
13/05/21 20:26:11 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 7 time(s).
13/05/21 20:26:14 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 8 time(s).
13/05/21 20:26:17 INFO ipc.Client: Retrying connect to server: p-head03.alley.sara.nl/145.100.41.4:8020. Already tried 9 time(s).
13/05/21 20:26:22 INFO hdfs.DFSClient: Failed to connect to /145.100.41.59:1004, add to deadNodes and continue
java.net.NoRouteToHostException: No route to host
	at sun.nio.ch.SocketChannelImpl.checkConnect(Native Method)
	at sun.nio.ch.SocketChannelImpl.finishConnect(SocketChannelImpl.java:692)
	at org.apache.hadoop.net.SocketIOWithTimeout.connect(SocketIOWithTimeout.java:206)
	at org.apache.hadoop.net.NetUtils.connect(NetUtils.java:408)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.getBlockReader(DFSClient.java:2377)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.blockSeekTo(DFSClient.java:2056)
	at org.apache.hadoop.hdfs.DFSClient$DFSInputStream.read(DFSClient.java:2170)
	at java.io.DataInputStream.readFully(DataInputStream.java:195)
	at org.apache.hadoop.io.DataOutputBuffer$Buffer.write(DataOutputBuffer.java:63)
	at org.apache.hadoop.io.DataOutputBuffer.write(DataOutputBuffer.java:101)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:2001)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:1901)
	at org.apache.hadoop.io.SequenceFile$Reader.next(SequenceFile.java:1947)
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:95)
	at org.apache.mahout.common.iterator.sequencefile.SequenceFileIterator.computeNext(SequenceFileIterator.java:38)
	at com.google.common.collect.AbstractIterator.tryToComputeNext(AbstractIterator.java:141)
	at com.google.common.collect.AbstractIterator.hasNext(AbstractIterator.java:136)
	at com.google.common.collect.Iterators$5.hasNext(Iterators.java:525)
	at com.google.common.collect.ForwardingIterator.hasNext(ForwardingIterator.java:43)
	at org.apache.mahout.fpm.pfpgrowth.PFPGrowth.readFList(PFPGrowth.java:166)
	at org.apache.mahout.fpm.pfpgrowth.PFPGrowth.runPFPGrowth(PFPGrowth.java:233)
	at org.apache.mahout.fpm.pfpgrowth.FPGrowthDriver.run(FPGrowthDriver.java:136)
	at org.apache.hadoop.util.ToolRunner.run(ToolRunner.java:65)
	at org.apache.mahout.fpm.pfpgrowth.FPGrowthDriver.main(FPGrowthDriver.java:56)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
